name,url,description,duration,adaptive_support,remote_support,test_type
Industrial Professional and Skilled 7.1 Solution,https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-solution/,Industrial Professional and Skilled 7.1 Solution: Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Installation and Repair Technician Solution,https://www.shl.com/products/product-catalog/view/installation-and-repair-technician-solution/,Installation and Repair Technician Solution: The Installation and Repair Technician solution is designed for use with entry-level field technician positions in the telecommunications industry. The…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Insurance Account Manager Solution,https://www.shl.com/products/product-catalog/view/insurance-account-manager-solution/,Insurance Account Manager Solution: The Insurance Account Manager solution is for mid-level insurance professionals that manage the day-to-day operations and activities of customer accounts…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Insurance Administrative Assistant Solution,https://www.shl.com/products/product-catalog/view/insurance-administrative-assistant-solution/,Insurance Administrative Assistant Solution: The Administrative Assistant solution is for entry-level clerical positions that interact with external or internal customers. Sample tasks for this job…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/insurance-agent-solution/,"Insurance Agent Solution: The Insurance Agent solution is for mid-level professional positions in the insurance industry that sell property, casualty, automotive, or other types of…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Insurance Director Solution,https://www.shl.com/products/product-catalog/view/insurance-director-solution/,Insurance Director Solution: The Insurance Director solution is for senior-level management positions in the insurance companies that oversee sales functions across multiple brokerages…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Insurance Sales Manager Solution,https://www.shl.com/products/product-catalog/view/insurance-sales-manager-solution/,Insurance Sales Manager Solution: The Sales Manager solution is for entry- to mid-level management positions that involve supervising employees working in an insurance organization and have a…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Manager - Short Form,https://www.shl.com/products/product-catalog/view/manager-short-form/,Manager - Short Form: The Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Manager + 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution-3955/,"Manager + 7.0 Solution: Our Manager + 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Manager + 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-solution-4242/,"Manager + 7.1 (Americas): Our Manager + 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Manager + 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-%28international%29/,"Manager + 7.1 (International): Our Manager + 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Manager 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution/,Manager 7.0 Solution: Our Manager 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/manager-7-1-%28americas%29/,Manager 7.1 (Americas): Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/manager-7-1-solution/,Manager 7.1 (International): Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Manager 8.0 JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa/,Manager 8.0 JFA: The Manager 8.0 Job-Focused Assessment is designed for candidates applying to their first leadership positions. It measures behaviors that underlie successful…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Manager 8.0+ JFA,https://www.shl.com/products/product-catalog/view/manager-8-0-jfa-4310/,Manager 8.0+ JFA: The Manager 8.0+ Job-Focused Assessment is designed for candidates applying to their first leadership positions and includes SHL’s new innovative mobile-first…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Manufacturing Production Team Member,https://www.shl.com/products/product-catalog/view/manufacturing-production-team-member/,Manufacturing Production Team Member: The Manufacturing Production Team Member solution is designed for entry-level positions to measure the behaviors and experiences that underlie successful and…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Manufacturing Skilled Maintenance Worker,https://www.shl.com/products/product-catalog/view/manufacturing-skilled-maintenance-worker/,Manufacturing Skilled Maintenance Worker: The Manufacturing Skilled Maintenance solution is designed for entry-level positions to measure the behaviors and experiences that underlie successful and safe…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Network Engineer/Analyst Solution,https://www.shl.com/products/product-catalog/view/network-engineeranalyst-solution/,Network Engineer/Analyst Solution: The Network Engineer/Analyst solution is designed for use with professional level telecommunications engineers and network analysts. The solution is focused on…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Nurse Leader Solution,https://www.shl.com/products/product-catalog/view/nurse-leader-solution/,Nurse Leader Solution: The Nurse Leader solution is an assessment used for job candidates applying to entry-level nurse leadership positions who tend to supervise hourly employees…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Nurse Solution,https://www.shl.com/products/product-catalog/view/nurse-solution/,"Nurse Solution: The Nurse solution is for professional-level healthcare nursing positions that require licensing or registration.  Sample tasks for these jobs include, but are…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Nursing Assistant Solution,https://www.shl.com/products/product-catalog/view/nursing-assistant-solution/,"Nursing Assistant Solution: The Nursing Assistant solution is for entry-level positions in a clinic or hospital environment. Sample tasks for this job include, but are not limited to…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Personal Banker - Short Form,https://www.shl.com/products/product-catalog/view/personal-banker-short-form/,"Personal Banker - Short Form: The Personal Banker – Loan Officer solution is for entry to mid-level financial institution positions. Sample tasks for this job would include, but are not…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Phone Banker - Short Form,https://www.shl.com/products/product-catalog/view/phone-banker-short-form/,Phone Banker - Short Form: This solution is for entry to mid-level financial institution positions. Candidates are asked to answer multiple choice questions to assess learning potential…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Prep/Line Cook Solution,https://www.shl.com/products/product-catalog/view/prepline-cook-solution/,Prep/Line Cook Solution: The Prep/Line Cook solution is for entry-level food preparation positions in the hospitality industry. Sample tasks include preparing ingredients and final…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Professional + 7.0 Solution,https://www.shl.com/products/product-catalog/view/professional-7-0-solution-3958/,"Professional + 7.0 Solution: Our Professional + 7.0 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Professional + 7.1 (Americas),https://www.shl.com/products/product-catalog/view/professional-7-1-%28americas%29/,"Professional + 7.1 (Americas): Our Professional + 7.1 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Professional + 7.1 (International),https://www.shl.com/products/product-catalog/view/professional-7-1-solution/,"Professional + 7.1 (International): Our Professional + 7.1 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Professional 7.0 Solution,https://www.shl.com/products/product-catalog/view/professional-7-0-solution/,"Professional 7.0 Solution: Our Professional 7.0 solution is designed for all non-managerial professional individual contributor positions. Sample tasks for these jobs include, but are…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Professional 7.1 (International),https://www.shl.com/products/product-catalog/view/professional-7-1-solution-4247/,"Professional 7.1 (International): Our Professional 7.1 solution is designed for all non-managerial professional individual contributor positions. Sample tasks for these jobs include, but are…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Professional 8.0 JFA,https://www.shl.com/products/product-catalog/view/professional-8-0-jfa/,Professional 8.0 JFA: The Professional 8.0 Job-Focused Assessment is designed for all non-managerial professional/individual contributor positions. It measures behaviors that…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Professional/Individual Contributor - Short Form,https://www.shl.com/products/product-catalog/view/professionalindividual-contributor-short-form/,"Professional/Individual Contributor - Short Form: The Professional/Individual Contributor solution is for mid to upper-level, non-managerial positions. Sample tasks for these jobs include, but are not limited…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Project Manager - Short Form,https://www.shl.com/products/product-catalog/view/project-manager-short-form/,Project Manager - Short Form: The Project Manager solution is designed for positions that lead medium to large scale projects with multiple team members involved. Sample tasks for this job…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Proof Operator - Processing Specialist -Short Form,https://www.shl.com/products/product-catalog/view/proof-operator-processing-specialist-short-form/,Proof Operator - Processing Specialist -Short Form: The Proof Operator – Processing Specialist solution is for entry-level positions that perform basic daily bank operations procedures such as the processing of…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Reservation Agent Solution,https://www.shl.com/products/product-catalog/view/reservation-agent-solution/,"Reservation Agent Solution: The Reservation Agent solution is designed for entry-level positions within the hospitality industry. Sample tasks may indlude making, updating, or canceling…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Restaurant Manager Solution,https://www.shl.com/products/product-catalog/view/restaurant-manager-solution/,Restaurant Manager Solution: The Restaurant Manager solution is designed for management level positions in the hospitality industry. Sample tasks include purchasing food and supplies…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Restaurant Supervisor Solution,https://www.shl.com/products/product-catalog/view/restaurant-supervisor-solution/,Restaurant Supervisor Solution: The Restaurant Supervisor solution is designed for management level positions in the hospitality industry. Sample tasks include serving as a staff resource…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Retail Consultant Solution,https://www.shl.com/products/product-catalog/view/retail-consultant-solution/,"Retail Consultant Solution: The Retail Consultant solution is for entry to mid-level retail positions in which employees proactively sell products to customers, develop relationships with…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Retail Manager w/ Sales Solution,https://www.shl.com/products/product-catalog/view/retail-manager-w-sales-solution/,Retail Manager w/ Sales Solution: The Retail Manager with Sales solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Retail Sales Associate Solution,https://www.shl.com/products/product-catalog/view/retail-sales-associate-solution/,Retail Sales Associate Solution: The Retail Sales Associate solution is for entry-level retail positions in which employees proactively sell products to customers and have their pay and/or…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Sales Director Solution,https://www.shl.com/products/product-catalog/view/sales-director-solution/,Sales Director Solution: The Sales Director solution is for mid- to senior-level sales management positions that oversee the sales function across multiple offices or geographic…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Sales Engineer Solution,https://www.shl.com/products/product-catalog/view/sales-engineer-solution/,Sales Engineer Solution: The Sales Engineer solution is designed for use with professional level telecommunications engineers with distinct sales responsibilities. The solution is…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Sales Manager Solution,https://www.shl.com/products/product-catalog/view/sales-manager-solution/,Sales Manager Solution: The Sales Manager solution is an assessment used for applying to entry to mid-level sales leadership positions that generally manage employees and have a…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Sales Professional 7.0 Solution,https://www.shl.com/products/product-catalog/view/sales-professional-7-0-solution/,"Sales Professional 7.0 Solution: Our Sales Professional 7.0 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Sales Professional 7.1 (Americas),https://www.shl.com/products/product-catalog/view/sales-professional-7-1-%28americas%29/,"Sales Professional 7.1 (Americas): Our Sales Professional 7.1 solution is designed for entry to mid-level sales positions in which employees proactively sell products to customers, develop…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Sales Professional Solution,https://www.shl.com/products/product-catalog/view/sales-professional-solution/,"Sales Professional Solution: The Sales Professional solution is for entry to mid-level sales positions in which employees proactively sell products to customers, develop relationships with…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Sales Representative Solution,https://www.shl.com/products/product-catalog/view/sales-representative-solution/,Sales Representative Solution: The Sales Representative solution is for entry-level sales positions in which employees proactively sell products to customers and have their pay and/or…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Sales Supervisor Solution,https://www.shl.com/products/product-catalog/view/sales-supervisor-solution/,Sales Supervisor Solution : The Sales Supervisor solution is an assessment used for job candidates applying to entry-level sales leadership positions that generally supervise employees…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Sales Support Specialist Solution,https://www.shl.com/products/product-catalog/view/sales-support-specialist-solution/,Sales Support Specialist Solution: The Sales Support Specialist solution is for entry to mid-level sales support positions in which employees work primarily under the guidance of an account…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Senior Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/senior-insurance-agent-solution/,"Senior Insurance Agent Solution: The Senior Insurance Agent solution is for senior-level professional positions in the insurance industry that sell a portfolio of insurance products, including…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Senior Sales Professional Solution,https://www.shl.com/products/product-catalog/view/senior-sales-professional-solution/,"Senior Sales Professional Solution : The Senior Sales Professional solution is for high-level sales positions in which employees proactively sell products to customers, develop relationships with…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Server Solution,https://www.shl.com/products/product-catalog/view/server-solution/,"Server Solution: The Server solution is designed for entry-level positions in the hospitality industry. Sample tasks include greeting customers, taking customer food and drink…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Service Associate Solution,https://www.shl.com/products/product-catalog/view/service-associate-solution/,Service Associate Solution: The Service Associate is designed for entry-level positions that are primarily task focused but may include a customer service component. The solution covers a…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Service Supervisor Solution,https://www.shl.com/products/product-catalog/view/service-supervisor-solution/,Service Supervisor Solution: The Service Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly and salaried employees in…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Stock Clerk Solution,https://www.shl.com/products/product-catalog/view/stock-clerk-solution/,Stock Clerk Solution: The Stock Clerk solution is for entry-level retail positions in which employees work primarily in the stockroom handling incoming and outgoing shipment and…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Store Manager 7.0 Solution,https://www.shl.com/products/product-catalog/view/store-manager-7-0-solution/,Store Manager 7.0 Solution: Our Store Manager 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Store Manager 7.1 (Americas),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28americas%29/,Store Manager 7.1 (Americas): Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Store Manager 7.1 (International),https://www.shl.com/products/product-catalog/view/store-manager-7-1-%28international%29/,Store Manager 7.1 (International): Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Store Manager Solution,https://www.shl.com/products/product-catalog/view/store-manager-solution/,Store Manager Solution: The Store Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Supervisor - Short Form,https://www.shl.com/products/product-catalog/view/supervisor-short-form/,Supervisor - Short Form: The Supervisor solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Supervisor 7.0 Solution,https://www.shl.com/products/product-catalog/view/supervisor-7-0-solution/,Supervisor 7.0 Solution: Our Supervisor 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Supervisor 7.1 (Americas),https://www.shl.com/products/product-catalog/view/supervisor-7-1-%28americas%29/,Supervisor 7.1 (Americas): Our Supervisor 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Supervisor 7.1 (International),https://www.shl.com/products/product-catalog/view/supervisor-7-1-%28international%29/,Supervisor 7.1 (International): Our Supervisor 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Support Associate Solution,https://www.shl.com/products/product-catalog/view/support-associate-solution/,Support Associate Solution: The Support Associate solution is designed for entry-level positions that involve little to no interaction with customers. The solution covers a wide variety…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Support Supervisor Solution,https://www.shl.com/products/product-catalog/view/support-supervisor-solution/,Support Supervisor Solution: The Support Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly employees in non-customer…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Technical Sales Associate Solution,https://www.shl.com/products/product-catalog/view/technical-sales-associate-solution/,Technical Sales Associate Solution: The Technical Sales Associate solution is for entry-level retail positions in which employees proactively sell a specific line of products that requires…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Technician/Technologist Solution,https://www.shl.com/products/product-catalog/view/techniciantechnologist-solution/,Technician/Technologist Solution: The Technician/Technologist solution is for positions in a healthcare environment that perform medical tests to aide in the treatment of patients.  Sample…,30,No,Yes,General
Technology Professional 8.0 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/technology-professional-8-0-job-focused-assessment/,"Technology Professional 8.0 Job Focused Assessment: The Technology Job Focused Assessment assesses  key behavioral attributes  required for success in fast-paced, rapidly evolving  technology environments…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Telenurse Solution,https://www.shl.com/products/product-catalog/view/telenurse-solution/,"Telenurse Solution: The Telenurse solution is for positions in a healthcare environment that interact with patients over the telephone.  Sample tasks for this job include, but are…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Teller 7.0,https://www.shl.com/products/product-catalog/view/teller-7-0/,"Teller 7.0: Teller or cashier positions are integral to financial institutions as they conduct numerous banking transactions each day, as well as being the face of the…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Teller with Sales - Short Form,https://www.shl.com/products/product-catalog/view/teller-with-sales-short-form/,"Teller with Sales - Short Form: The Teller solution with Sales is for entry-level financial institution teller positions. Sample tasks for this job would include, but are not limited to…",1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Transcriptionist Solution,https://www.shl.com/products/product-catalog/view/transcriptionist-solution/,Transcriptionist Solution: The Transcriptionist solution is for entry-level clerical roles in a healthcare environment that require employees to translate medical information.  Sample…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Workplace Safety - Individual 7.0 Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-individual-7-0-solution/,Workplace Safety - Individual 7.0 Solution: Our Workplace Safety - Individual 7.0 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Workplace Safety - Individual 7.1 (Americas),https://www.shl.com/products/product-catalog/view/workplace-safety-individual-7-1-solution/,Workplace Safety - Individual 7.1 (Americas): Our Workplace Safety - Individual 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Workplace Safety - Team 7.0 Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-0-solution/,Workplace Safety - Team 7.0 Solution: The Workplace Safety – Team 7.0 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Workplace Safety - Team 7.1 (Americas),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-%28americas%29/,Workplace Safety - Team 7.1 (Americas): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Workplace Safety - Team 7.1 (International),https://www.shl.com/products/product-catalog/view/workplace-safety-team-7-1-solution/,Workplace Safety - Team 7.1 (International): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
Workplace Safety Solution,https://www.shl.com/products/product-catalog/view/workplace-safety-solution/,Workplace Safety Solution: The Workplace Safety Solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance…,1,No,Yes,"Knowledge & Skills, Personality & Behavior, Ability & Aptitude"
